date,store,machine_id,spins,bb,rb,event_frag,合算確率,BB確率,Rb確率,投入枚数(IN),払出枚数(OUT),利益(円),1Gあたり利益,稼働率,設定1差分,設定2差分,設定3差分,設定4差分,設定5差分,設定6差分,最小差分,推定設定,データ異常,設定信頼度,店舗日ID,イベント名
2026/03/20,1,7,7264,22,19,2,177.1707317,330.1818182,382.3157895,21792,7104,293760,40.44052863,0.7052427184,97.20813397,64.20813397,133.6555024,214.6555024,261.6555024,331.1555024,64.20813397,2,0,33,1_46101,ファン感謝デー
2026/03/20,1,8,4639,19,7,2,178.4230769,244.1578947,662.7142857,13917,5232,173700,37.44341453,0.4503883495,409.4135338,442.4135338,511.9135338,568.9135338,596.2293233,665.7293233,409.4135338,1,0,33,1_46101,ファン感謝デー
2026/03/20,1,9,3802,8,11,2,200.1052632,475.25,345.6363636,11406,2976,168600,44.34508154,0.3691262136,297.2954545,264.2954545,223.7045455,304.7045455,351.7045455,421.2045455,223.7045455,3,0,40.59090909,1_46101,ファン感謝デー
2026/03/20,1,10,5899,27,13,2,147.475,218.4814815,453.7692308,17697,7728,199380,33.79894897,0.5727184466,121.6723647,154.6723647,224.1723647,281.1723647,300.1723647,347.6723647,121.6723647,1,0,33,1_46101,ファン感謝デー
2026/03/20,2,1,7050,31,14,2,156.6666667,227.4193548,503.5714286,21150,8784,247320,35.08085106,0.6844660194,187.437788,220.437788,289.937788,346.937788,365.937788,413.437788,187.437788,1,0,33,2_46101,ファン感謝デー
2026/03/20,2,2,7003,25,19,2,159.1590909,280.12,368.5789474,21009,7824,263700,37.65529059,0.6799029126,67.75157895,34.75157895,62.98842105,143.9884211,190.9884211,260.4884211,34.75157895,2,0,28.23684211,2_46101,ファン感謝デー
2026/03/20,2,3,2812,14,3,2,165.4117647,200.8571429,937.3333333,8436,3648,95760,34.05405405,0.2730097087,864.6428571,897.6428571,967.1428571,1024.142857,1043.142857,1090.642857,864.6428571,1,0,33,2_46101,ファン感謝デー
2026/03/20,2,4,5993,21,17,2,157.7105263,285.3809524,352.5294118,17979,6672,226140,37.73402303,0.5818446602,97.08683473,64.08683473,44.17507003,125.17507,172.17507,241.67507,44.17507003,3,0,19.91176471,2_46101,ファン感謝デー
2026/03/20,2,5,4536,11,9,2,226.8,412.3636364,504,13608,3504,202080,44.55026455,0.4403883495,281.8636364,320.8636364,398.3636364,479.3636364,526.3636364,595.8636364,281.8636364,1,0,39,2_46101,ファン感謝デー
2026/03/20,2,6,4638,12,13,2,185.52,386.5,356.7692308,13914,4128,195720,42.1992238,0.4502912621,191.8461538,158.8461538,151.6538462,232.6538462,279.6538462,349.1538462,151.6538462,3,0,7.192307692,2_46101,ファン感謝デー
2026/03/20,2,7,5265,21,19,2,131.625,250.7142857,277.1052632,15795,6864,178620,33.92592593,0.5111650485,220.1278195,181.1278195,103.6278195,22.62781955,24.37218045,93.87218045,22.62781955,4,0,1.744360902,2_46101,ファン感謝デー
2026/03/20,2,8,2396,5,3,2,299.5,479.2,798.6666667,7188,1488,114000,47.57929883,0.2326213592,790.7,829.7,907.2,988.2,1035.2,1104.7,790.7,1,0,39,2_46101,ファン感謝デー
2026/03/20,2,9,5353,17,20,2,144.6756757,314.8823529,267.65,16059,6000,201180,37.58266393,0.5197087379,253.9073529,220.9073529,151.4073529,94.40735294,75.40735294,143.8573529,75.40735294,5,0,19,2_46101,ファン感謝デー
2026/03/20,2,10,6606,31,14,2,146.8,213.0967742,471.8571429,19818,8784,220680,33.40599455,0.6413592233,154.1889401,187.1889401,256.6889401,313.6889401,332.6889401,380.1889401,154.1889401,1,0,33,2_46101,ファン感謝デー
2026/03/20,3,1,2200,7,4,2,200,314.2857143,550,6600,2064,90720,41.23636364,0.213592233,252.7857143,291.7857143,369.2857143,450.2857143,497.2857143,566.7857143,252.7857143,1,0,39,3_46101,ファン感謝デー
2026/03/20,3,2,2896,10,6,2,181,289.6,482.6666667,8688,2976,114240,39.44751381,0.2811650485,127.1,166.1,243.6,324.6,371.6,441.1,127.1,1,0,39,3_46101,ファン感謝デー
2026/03/20,3,3,2474,8,5,2,190.3076923,309.25,494.8,7422,2400,100440,40.5982215,0.2401941748,164.95,203.95,281.45,362.45,409.45,478.95,164.95,1,0,39,3_46101,ファン感謝デー
2026/03/20,3,4,5290,17,16,2,160.3030303,311.1764706,330.625,15870,5616,205080,38.76748582,0.513592233,155.7389706,122.7389706,53.23897059,118.1139706,165.1139706,234.6139706,53.23897059,3,0,64.875,3_46101,ファン感謝デー
2026/03/20,3,5,4901,25,15,2,122.525,196.04,326.7333333,14703,7440,145260,29.63884921,0.4758252427,200.36,161.36,83.86,113.06,132.06,179.56,83.86,3,0,29.2,3_46101,ファン感謝デー
2026/03/20,3,6,2339,8,6,2,167.0714286,292.375,389.8333333,7017,2496,90420,38.65754596,0.2270873786,48.125,29.625,107.125,188.125,235.125,304.625,29.625,2,0,18.5,3_46101,ファン感謝デー
2026/03/20,3,7,2112,3,4,2,301.7142857,704,528,6336,1104,104640,49.54545455,0.2050485437,609.5,648.5,726,807,854,923.5,609.5,1,0,39,3_46101,ファン感謝デー
2026/03/20,3,8,1124,4,1,2,224.8,281,1124,3372,1056,46320,41.20996441,0.1091262136,1080.5,1119.5,1197,1278,1325,1394.5,1080.5,1,0,39,3_46101,ファン感謝デー
2026/03/20,3,9,2512,8,6,2,179.4285714,314,418.6666667,7536,2496,100800,40.12738854,0.2438834951,55.5,94.5,172,253,300,369.5,55.5,1,0,39,3_46101,ファン感謝デー
2026/03/20,3,10,3234,10,6,2,202.125,323.4,539,9702,2976,134520,41.59554731,0.3139805825,245.4,284.4,361.9,442.9,489.9,559.4,245.4,1,0,39,3_46101,ファン感謝デー
2026/03/20,4,1,6632,21,23,2,150.7272727,315.8095238,288.3478261,19896,7248,252960,38.14234017,0.6438834951,223.7877847,190.7877847,121.2877847,64.28778468,106.3312629,175.8312629,64.28778468,4,0,42.04347826,4_46101,ファン感謝デー
2026/03/20,4,2,7241,31,18,2,147.7755102,233.5806452,402.2777778,21723,9168,251100,34.67753073,0.7030097087,49.50268817,62.33602151,131.8360215,188.8360215,207.8360215,264.4973118,49.50268817,1,0,12.83333333,4_46101,ファン感謝デー
2026/03/20,4,3,3830,6,4,2,383,638.3333333,957.5,11490,1824,193320,50.47519582,0.3718446602,1188.083333,1227.083333,1304.583333,1385.583333,1432.583333,1502.083333,1188.083333,1,0,39,4_46101,ファン感謝デー
2026/03/20,4,4,7530,32,16,2,156.875,235.3125,470.625,22590,9216,267480,35.52191235,0.7310679612,130.125,163.125,232.625,289.625,308.625,368.75,130.125,1,0,33,4_46101,ファン感謝デー
2026/03/20,4,5,4058,12,9,2,193.2380952,338.1666667,450.8888889,12174,3744,168600,41.54756037,0.3939805825,128,167,244.5,325.5,372.5,442,128,1,0,39,4_46101,ファン感謝デー
2026/03/20,4,6,6634,23,21,2,150.7727273,288.4347826,315.9047619,19902,7536,247320,37.28067531,0.6440776699,155.0776398,122.0776398,52.57763975,73.29192547,120.2919255,189.7919255,52.57763975,3,0,20.71428571,4_46101,ファン感謝デー
2026/03/20,4,7,5271,20,15,2,150.6,263.55,351.4,15813,6240,191460,36.32327832,0.5117475728,95.85,56.85,25.55,101.65,148.65,218.15,25.55,3,0,31.3,4_46101,ファン感謝デー
2026/03/20,4,8,9532,43,21,2,148.9375,221.6744186,453.9047619,28596,12336,325200,34.11665967,0.9254368932,118.6827243,151.6827243,221.1827243,278.1827243,297.1827243,344.6827243,118.6827243,1,0,33,4_46101,ファン感謝デー
2026/03/20,4,9,4963,24,11,2,141.8,206.7916667,451.1818182,14889,6816,161460,32.53274229,0.4818446602,129.4810606,162.4810606,231.9810606,288.9810606,307.9810606,355.4810606,129.4810606,1,0,33,4_46101,ファン感謝デー
2026/03/20,4,10,5377,11,17,2,192.0357143,488.8181818,316.2941176,16131,4272,237180,44.11009857,0.522038835,354.8770053,321.8770053,252.3770053,274.2593583,321.2593583,390.7593583,252.3770053,3,0,21.88235294,4_46101,ファン感謝デー
2626/03/21,1,1,5021,8,15,2,218.3043478,627.625,334.7333333,15063,3360,234060,46.61621191,0.4874757282,466.025,433.025,363.525,440.725,487.725,557.225,363.525,3,0,69.5,1_265247,ファン感謝デー
2626/03/21,1,2,6997,26,24,2,139.94,269.1153846,291.5416667,20991,8544,248940,35.5781049,0.6793203883,180.0721154,141.0721154,69.80288462,17.42788462,64.42788462,133.9278846,17.42788462,4,0,47,1_265247,ファン感謝デー
2626/03/21,1,3,5704,26,12,2,150.1052632,219.3846154,475.3333333,17112,7392,194400,34.08134642,0.5537864078,153.1153846,186.1153846,255.6153846,312.6153846,331.6153846,379.1153846,153.1153846,1,0,33,1_265247,ファン感謝デー
2626/03/21,1,4,6390,17,20,2,172.7027027,375.8823529,319.5,19170,6000,263400,41.22065728,0.6203883495,237.1323529,204.1323529,134.6323529,166.1323529,213.1323529,282.6323529,134.6323529,3,0,31.5,1_265247,ファン感謝デー
2626/03/21,1,5,4773,21,14,2,136.3714286,227.2857143,340.9285714,14319,6384,158700,33.2495286,0.4633980583,147.8214286,108.8214286,46.10714286,103.1071429,122.1071429,169.6071429,46.10714286,3,0,57,1_265247,ファン感謝デー
2626/03/21,1,6,8514,35,25,2,141.9,243.2571429,340.56,25542,10800,294840,34.63002114,0.8266019417,132.4028571,93.40285714,29.58285714,86.58285714,112.0971429,181.5971429,29.58285714,3,0,57,1_265247,ファン感謝デー
2626/03/21,1,7,7325,25,23,2,152.6041667,293,318.4782609,21975,8208,275340,37.5890785,0.7111650485,155.7826087,122.7826087,53.2826087,81.7173913,128.7173913,198.2173913,53.2826087,3,0,28.43478261,1_265247,ファン感謝デー
2626/03/21,1,8,4468,13,8,2,212.7619048,343.6923077,558.5,13404,3888,190320,42.59623993,0.4337864078,294.9423077,333.9423077,411.4423077,492.4423077,539.4423077,608.9423077,294.9423077,1,0,39,1_265247,ファン感謝デー
2626/03/21,1,9,6340,27,13,2,158.5,234.8148148,487.6923077,19020,7728,225840,35.6214511,0.6155339806,156.2236467,189.2236467,258.7236467,315.7236467,334.7236467,393.8532764,156.2236467,1,0,33,1_265247,ファン感謝デー
2626/03/21,1,10,4499,15,16,2,145.1290323,299.9333333,281.1875,13497,5136,167220,37.16825961,0.4367961165,218.6520833,185.6520833,116.1520833,59.15208333,79.71458333,149.2145833,59.15208333,4,0,20.5625,1_265247,ファン感謝デー
2626/03/21,2,1,4030,7,15,2,183.1818182,575.7142857,268.6666667,12090,3120,179400,44.51612903,0.3912621359,513.2142857,480.2142857,410.7142857,353.7142857,336.7142857,406.2142857,336.7142857,5,0,17,2_265247,ファン感謝デー
2626/03/21,2,2,8117,32,23,2,147.5818182,253.65625,352.9130435,24351,9888,289260,35.63631884,0.7880582524,103.4741848,64.47418478,37.71331522,94.71331522,141.0258152,210.5258152,37.71331522,3,0,26.76086957,2_265247,ファン感謝デー
2626/03/21,2,3,2973,11,5,2,185.8125,270.2727273,594.6,8919,3120,115980,39.0110999,0.2886407767,281.1272727,314.6727273,392.1727273,473.1727273,520.1727273,589.6727273,281.1272727,1,0,33.54545455,2_265247,ファン感謝デー
2626/03/21,2,4,5835,20,14,2,171.6176471,291.75,416.7857143,17505,6144,227220,38.94087404,0.5665048544,30.42857143,69.42857143,146.9285714,227.9285714,274.9285714,344.4285714,30.42857143,1,0,39,2_265247,ファン感謝デー
2626/03/21,2,5,3576,14,8,2,162.5454545,255.4285714,447,10728,4128,132000,36.91275168,0.347184466,74.57142857,107.5714286,177.0714286,236.9285714,283.9285714,353.4285714,74.57142857,1,0,33,2_265247,ファン感謝デー
2626/03/21,2,6,4687,17,10,2,173.5925926,275.7058824,468.7,14061,5040,180420,38.493706,0.4550485437,92.25588235,131.2558824,208.7558824,289.7558824,336.7558824,406.2558824,92.25588235,1,0,39,2_265247,ファン感謝デー
2626/03/21,2,7,2667,6,6,2,222.25,444.5,444.5,8001,2016,119700,44.88188976,0.2589320388,224.75,263.75,341.25,422.25,469.25,538.75,224.75,1,0,39,2_265247,ファン感謝デー
2626/03/21,2,8,6842,26,15,2,166.8780488,263.1538462,456.1333333,20526,7680,256920,37.55042385,0.6642718447,80.54615385,113.5461538,183.0461538,258.3538462,305.3538462,374.8538462,80.54615385,1,0,33,2_265247,ファン感謝デー
2626/03/21,2,9,6975,37,20,2,122.3684211,188.5135135,348.75,20925,10800,202500,29.03225806,0.677184466,174.8614865,135.8614865,96.61148649,153.6114865,172.6114865,220.1114865,96.61148649,3,0,39.25,2_265247,ファン感謝デー
2626/03/21,2,10,2907,8,6,2,207.6428571,363.375,484.5,8721,2496,124500,42.82765738,0.2822330097,203.625,242.625,320.125,401.125,448.125,517.625,203.625,1,0,39,2_265247,ファン感謝デー
2626/03/21,3,1,2558,8,5,2,196.7692308,319.75,511.6,7674,2400,105480,41.23534011,0.2483495146,200.65,239.65,317.15,398.15,445.15,514.65,200.65,1,0,39,3_265247,ファン感謝デー
2626/03/21,3,2,1666,3,3,2,277.6666667,555.3333333,555.3333333,4998,1008,79800,47.89915966,0.1617475728,501.8333333,540.8333333,618.3333333,699.3333333,746.3333333,815.8333333,501.8333333,1,0,39,3_265247,ファン感謝デー
2626/03/21,3,3,3723,12,12,2,155.125,310.25,310.25,11169,4032,142740,38.34004835,0.3614563107,185.375,152.375,82.875,86.625,133.625,203.125,82.875,3,0,3.75,3_265247,ファン感謝デー
2626/03/21,3,4,5293,23,14,2,143.0540541,230.1304348,378.0714286,15879,6864,180300,34.06385793,0.5138834951,89.26242236,50.26242236,98.97670807,155.9767081,174.9767081,224.7375776,50.26242236,2,0,39,3_265247,ファン感謝デー
2626/03/21,3,5,314,0,1,2,314,,314,942,96,16920,53.88535032,0.03048543689,415.5,376.5,299,290,309,356.5,290,4,1,9,3_265247,ファン感謝デー
2626/03/21,3,6,1851,7,3,2,185.1,264.4285714,617,5553,1968,71700,38.73581848,0.1797087379,320.5714286,353.5714286,423.0714286,500.9285714,547.9285714,617.4285714,320.5714286,1,0,33,3_265247,ファン感謝デー
2626/03/21,3,7,4521,15,13,2,161.4642857,301.4,347.7692308,13563,4848,174300,38.55341739,0.4389320388,120.2461538,87.24615385,53.05384615,134.0538462,181.0538462,250.5538462,53.05384615,3,0,34.19230769,3_265247,ファン感謝デー
2626/03/21,3,8,1763,4,6,2,176.3,440.75,293.8333333,5289,1536,75060,42.57515598,0.1711650485,340.5,307.5,238,192.5,239.5,309,192.5,4,0,45.5,3_265247,ファン感謝デー
2626/03/21,3,9,2701,14,8,2,122.7727273,192.9285714,337.625,8103,4128,79500,29.43354313,0.2622330097,187.1339286,148.1339286,75.50892857,132.5089286,151.5089286,199.0089286,75.50892857,3,0,57,3_265247,ファン感謝デー
2626/03/21,3,10,2050,6,6,2,170.8333333,341.6666667,341.6666667,6150,2016,82680,40.33170732,0.1990291262,169.6666667,136.6666667,84.16666667,165.1666667,212.1666667,281.6666667,84.16666667,3,0,52.5,3_265247,ファン感謝デー
2626/03/21,4,1,8388,39,24,2,133.1428571,215.0769231,349.5,25164,11664,270000,32.1888412,0.814368932,147.1730769,108.1730769,71.17307692,128.1730769,147.1730769,194.6730769,71.17307692,3,0,37,4_265247,ファン感謝デー
2626/03/21,4,2,4484,15,13,2,160.1428571,298.9333333,344.9230769,13452,4848,172080,38.3764496,0.4353398058,122.0487179,89.04871795,46.31794872,127.3179487,174.3179487,243.8179487,46.31794872,3,0,42.73076923,4_265247,ファン感謝デー
2626/03/21,4,3,6005,18,15,2,181.969697,333.6111111,400.3333333,18015,5760,245100,40.81598668,0.5830097087,73.61111111,86.61111111,164.1111111,245.1111111,292.1111111,361.6111111,73.61111111,1,0,13,4_265247,ファン感謝デー
2626/03/21,4,4,6854,24,23,2,145.8297872,285.5833333,298,20562,7968,251880,36.74934345,0.6654368932,179.0833333,146.0833333,76.58333333,43.58333333,90.58333333,160.0833333,43.58333333,4,0,33,4_265247,ファン感謝デー
2626/03/21,4,5,4358,11,18,2,150.2758621,396.1818182,242.1111111,13074,4368,174120,39.95410739,0.4231067961,373.5151515,340.5151515,271.0151515,214.0151515,195.0151515,186.8484848,186.8484848,6,0,8.166666667,4_265247,ファン感謝デー
2626/03/21,4,6,5382,18,11,2,185.5862069,299,489.2727273,16146,5376,215400,40.02229654,0.5225242718,146.4090909,185.4090909,262.9090909,343.9090909,390.9090909,460.4090909,146.4090909,1,0,39,4_265247,ファン感謝デー
2626/03/21,4,7,7017,27,19,2,152.5434783,259.8888889,369.3157895,21051,8304,254940,36.33176571,0.6812621359,72.6374269,33.6374269,56.08479532,124.8625731,171.8625731,241.3625731,33.6374269,2,0,22.44736842,4_265247,ファン感謝デー
2626/03/21,4,8,1736,4,6,2,173.6,434,289.3333333,5208,1536,73440,42.30414747,0.1685436893,340.5,307.5,238,181,226,295.5,181,4,0,45,4_265247,ファン感謝デー
2626/03/21,4,9,8619,41,25,2,130.5909091,210.2195122,344.76,25857,12240,272340,31.59763314,0.8367961165,159.1404878,120.1404878,68.9204878,125.9204878,144.9204878,192.4204878,68.9204878,3,0,51.22,4_265247,ファン感謝デー
2626/03/21,4,10,3760,7,13,2,188,537.1428571,289.2307692,11280,2928,167040,44.42553191,0.3650485437,443.7967033,410.7967033,341.2967033,284.2967033,328.989011,398.489011,284.2967033,4,0,44.69230769,4_265247,ファン感謝デー
2026/03/22,1,1,6724,22,21,2,156.372093,305.6363636,320.1904762,20172,7296,257520,38.29863177,0.652815534,165.8506494,132.8506494,63.35064935,96.92207792,143.9220779,213.4220779,63.35064935,3,0,33.57142857,1_46103,ファン感謝デー
2026/03/22,1,2,8275,35,29,2,129.296875,236.4285714,285.3448276,24825,11184,272820,32.96918429,0.8033980583,222.0541872,183.0541872,105.5541872,24.55418719,29.58866995,91.94581281,24.55418719,4,0,5.034482759,1_46103,ファン感謝デー
2026/03/22,1,3,6123,25,14,2,157,244.92,437.3571429,18369,7344,220500,36.01175894,0.5944660194,70.61571429,103.6157143,173.1157143,230.1157143,258.9557143,328.4557143,70.61571429,1,0,33,1_46103,ファン感謝デー
2026/03/22,1,4,8588,32,37,2,124.4637681,268.375,232.1081081,25764,11232,290640,33.84257103,0.8337864078,269.9628378,230.9628378,158.2128378,101.2128378,82.21283784,44.03716216,44.03716216,6,0,38.17567568,1_46103,ファン感謝デー
2026/03/22,1,5,8065,29,40,2,116.884058,278.1034483,201.625,24195,10800,267900,33.21760694,0.7830097087,316.1659483,283.1659483,213.6659483,156.6659483,137.6659483,90.16594828,90.16594828,6,0,47.5,1_46103,ファン感謝デー
2026/03/22,1,6,7562,28,42,2,108.0285714,270.0714286,180.047619,22686,10752,238680,31.56307855,0.7341747573,346.3571429,307.5,238,181,162,114.5,114.5,6,0,47.5,1_46103,ファン感謝デー
2026/03/22,1,7,6460,23,18,2,157.5609756,280.8695652,358.8888889,19380,7248,242640,37.56037152,0.627184466,83.03623188,50.03623188,49.20289855,130.2028986,177.2028986,246.7028986,49.20289855,3,0,0.8333333333,1_46103,ファン感謝デー
2026/03/22,1,8,8566,43,36,2,108.4303797,199.2093023,237.9444444,25698,13776,238440,27.83562923,0.8316504854,330.374031,291.374031,213.874031,132.874031,85.87403101,43.20736434,43.20736434,6,0,42.66666667,1_46103,ファン感謝デー
2026/03/22,1,9,9507,41,38,2,120.3417722,231.8780488,250.1842105,28521,13488,300660,31.62511833,0.9230097087,279.3456354,240.3456354,162.8456354,81.84563543,34.84563543,34.65436457,34.65436457,6,0,0.1912708601,1_46103,ファン感謝デー
2026/03/22,1,10,4988,23,12,2,142.5142857,216.8695652,415.6666667,14964,6672,165840,33.24779471,0.4842718447,66.13043478,99.13043478,168.6304348,225.6304348,244.6304348,292.1304348,66.13043478,1,0,33,1_46103,ファン感謝デー
2026/03/22,2,1,9339,36,33,2,135.3478261,259.4166667,283,28017,11808,324180,34.71249598,0.9066990291,202.5833333,163.5833333,86.08333333,15.91666667,41.91666667,111.4166667,15.91666667,4,0,26,2_46103,ファン感謝デー
2026/03/22,2,2,4209,18,10,2,150.3214286,233.8333333,420.9,12627,5280,146940,34.9109052,0.4086407767,57.01666667,90.01666667,159.5166667,216.5166667,235.5166667,292.6833333,57.01666667,1,0,33,2_46103,ファン感謝デー
2026/03/22,2,3,4108,16,7,2,178.6086957,256.75,586.8571429,12324,4512,156240,38.03310613,0.3988349515,283.0357143,316.0357143,385.5357143,448.0357143,495.0357143,564.5357143,283.0357143,1,0,33,2_46103,ファン感謝デー
2026/03/22,2,4,5044,23,14,2,136.3243243,219.3043478,360.2857143,15132,6864,165360,32.78350515,0.4897087379,126.7670807,87.76708075,83.1242236,140.1242236,159.1242236,206.6242236,83.1242236,3,0,4.642857143,2_46103,ファン感謝デー
2026/03/22,2,5,2104,6,7,2,161.8461538,350.6666667,300.5714286,6312,2112,84000,39.92395437,0.2042718447,240.3095238,207.3095238,137.8095238,112.5238095,159.5238095,229.0238095,112.5238095,4,0,25.28571429,2_46103,ファン感謝デー
2026/03/22,2,6,6514,28,21,2,132.9387755,232.6428571,310.1904762,19542,8736,216120,33.17777095,0.6324271845,188.5714286,149.5714286,72.07142857,51.64285714,70.64285714,125.4285714,51.64285714,4,0,19,2_46103,ファン感謝デー
2026/03/22,2,7,5909,21,15,2,164.1388889,281.3809524,393.9333333,17727,6480,224940,38.06735488,0.5736893204,30.98095238,24.78095238,102.2809524,183.2809524,230.2809524,299.7809524,24.78095238,2,0,6.2,2_46103,ファン感謝デー
2026/03/22,2,8,7793,25,17,2,185.547619,311.72,458.4117647,23379,7632,314940,40.41319133,0.7566019417,112.8376471,151.8376471,229.3376471,310.3376471,357.3376471,426.8376471,112.8376471,1,0,39,2_46103,ファン感謝デー
2026/03/22,2,9,4861,14,16,2,162.0333333,347.2142857,303.8125,14583,4896,193740,39.85599671,0.4719417476,231.9955357,198.9955357,129.4955357,113.9330357,160.9330357,230.4330357,113.9330357,4,0,15.5625,2_46103,ファン感謝デー
2026/03/22,2,10,3917,19,10,2,135.0689655,206.1578947,391.7,11751,5520,124620,31.81516467,0.3802912621,92.79210526,73.89210526,143.3921053,200.3921053,219.3921053,266.8921053,73.89210526,2,0,18.9,2_46103,ファン感謝デー
2026/03/22,3,1,2014,6,3,2,223.7777778,335.6666667,671.3333333,6042,1728,86280,42.84011917,0.1955339806,456.1666667,495.1666667,572.6666667,653.6666667,700.6666667,770.1666667,456.1666667,1,0,39,3_46103,ファン感謝デー
2026/03/22,3,2,4782,15,16,2,154.2580645,318.8,298.875,14346,5136,184200,38.51944793,0.4642718447,210.9875,177.9875,108.4875,78.1125,125.1125,194.6125,78.1125,4,0,30.375,3_46103,ファン感謝デー
2026/03/22,3,3,3703,11,13,2,154.2916667,336.6363636,284.8461538,11109,3888,144420,39.00081015,0.3595145631,249.8671329,216.8671329,147.3671329,90.36713287,121.9055944,191.4055944,90.36713287,4,0,31.53846154,3_46103,ファン感謝デー
2026/03/22,3,4,4614,21,15,2,128.1666667,219.7142857,307.6,13842,6480,147240,31.91157347,0.447961165,205.3857143,166.3857143,88.88571429,60.68571429,79.68571429,127.1857143,60.68571429,4,0,19,3_46103,ファン感謝デー
2026/03/22,3,5,2391,5,5,2,239.1,478.2,478.2,7173,1680,109860,45.94730238,0.2321359223,309,348,425.5,506.5,553.5,623,309,1,0,39,3_46103,ファン感謝デー
2026/03/22,3,6,3937,21,7,2,140.6071429,187.4761905,562.4285714,11811,5712,121980,30.98298197,0.3822330097,315.6666667,348.6666667,418.1666667,475.1666667,494.1666667,541.6666667,315.6666667,1,0,33,3_46103,ファン感謝デー
2026/03/22,3,7,6002,25,20,2,133.3777778,240.08,300.1,18006,7920,201720,33.60879707,0.5827184466,196.27,157.27,79.77,29.07,48.23,117.73,29.07,4,0,19.16,3_46103,ファン感謝デー
2026/03/22,3,8,2830,5,3,2,353.75,566,943.3333333,8490,1488,140040,49.48409894,0.2747572816,1094.5,1133.5,1211,1292,1339,1408.5,1094.5,1,0,39,3_46103,ファン感謝デー
2026/03/22,3,9,2873,8,7,2,191.5333333,359.125,410.4285714,8619,2592,120540,41.9561434,0.2789320388,88.26785714,127.2678571,204.7678571,285.7678571,332.7678571,402.2678571,88.26785714,1,0,39,3_46103,ファン感謝デー
2026/03/22,3,10,4384,22,8,2,146.1333333,199.2727273,548,13152,6048,142080,32.40875912,0.425631068,282.2272727,315.2272727,384.7272727,441.7272727,460.7272727,508.2272727,282.2272727,1,0,33,3_46103,ファン感謝デー
2026/03/22,4,1,7408,17,28,2,164.6222222,435.7647059,264.5714286,22224,6768,309120,41.72786177,0.719223301,379.407563,346.407563,276.907563,219.907563,200.907563,260.1218487,200.907563,5,0,19,4_46103,ファン感謝デー
2026/03/22,4,2,9163,43,32,2,122.1733333,213.0930233,286.34375,27489,13392,281940,30.76939867,0.8896116505,243.8913517,204.8913517,127.3913517,46.39135174,54.42260174,101.9226017,46.39135174,4,0,8.03125,4_46103,ファン感謝デー
2026/03/22,4,3,7387,23,16,2,189.4102564,321.173913,461.6875,22161,7056,302100,40.89616895,0.717184466,127.205163,166.205163,243.705163,324.705163,371.705163,441.205163,127.205163,1,0,39,4_46103,ファン感謝デー
2026/03/22,4,4,6270,26,17,2,145.8139535,241.1538462,368.8235294,18810,7872,218760,34.88995215,0.6087378641,92.11085973,53.11085973,74.08144796,131.081448,152.3891403,221.8891403,53.11085973,2,0,20.97058824,4_46103,ファン感謝デー
2026/03/22,4,5,8643,39,34,2,118.3972603,221.6153846,254.2058824,25929,12624,266100,30.78792086,0.8391262136,283.5757919,244.5757919,167.0757919,86.07579186,39.07579186,45.19343891,39.07579186,5,0,6.117647059,4_46103,ファン感謝デー
2026/03/22,4,6,8403,29,28,2,147.4210526,289.7586207,300.1071429,25209,9648,311220,37.03677258,0.8158252427,180.0979064,147.0979064,77.5979064,50.91933498,97.91933498,167.419335,50.91933498,4,0,26.67857143,4_46103,ファン感謝デー
2026/03/22,4,7,7854,27,21,2,163.625,290.8888889,374,23562,8496,301320,38.36516425,0.7625242718,70.38888889,37.38888889,81.88888889,162.8888889,209.8888889,279.3888889,37.38888889,2,0,33,4_46103,ファン感謝デー
2026/03/22,4,8,7294,33,16,2,148.8571429,221.030303,455.875,21882,9456,248520,34.07183987,0.7081553398,122.282197,155.282197,224.782197,281.782197,300.782197,348.282197,122.282197,1,0,33,4_46103,ファン感謝デー
2026/03/22,4,9,8612,43,24,2,128.5373134,200.2790698,358.8333333,25836,12624,264240,30.68276823,0.8361165049,147.9709302,108.9709302,99.97093023,156.9709302,175.9709302,223.4709302,99.97093023,3,0,9,4_46103,ファン感謝デー
2026/03/22,4,10,8299,37,24,2,136.0491803,224.2972973,345.7916667,24897,11184,274260,33.0473551,0.8057281553,143.5152027,104.5152027,56.3902027,113.3902027,132.3902027,179.8902027,56.3902027,3,0,48.125,4_46103,ファン感謝デー
2026/03/23,1,1,1786,6,1,1,255.1428571,297.6666667,1786,5358,1536,76440,42.79955207,0.1733980583,2090.166667,2129.166667,2206.666667,2287.666667,2334.666667,2404.166667,2090.166667,1,0,39,1_46104,特定日
2026/03/23,1,2,6579,27,17,1,149.5227273,243.6666667,387,19737,8112,232500,35.33971728,0.6387378641,62.33333333,29.33333333,98.83333333,155.8333333,182.1666667,251.6666667,29.33333333,2,0,33,1_46104,特定日
2026/03/23,1,3,607,1,0,1,607,607,,1821,240,31620,52.092257,0.05893203883,947.5,914.5,845,788,769,721.5,721.5,6,1,47.5,1_46104,特定日
2026/03/23,1,4,1071,2,3,1,214.2,535.5,357,3213,768,48900,45.65826331,0.1039805825,340.5,307.5,301,382,429,498.5,301,3,0,6.5,1_46104,特定日
